,lon,lat,mcc,range,net,cell,averageSignal
220420,11.5069,48.1927,262,1000,1,38425604,-95
220424,11.5366,48.1492,262,1000,1,36146700,-58
220861,11.5688,48.1547,262,1000,1,26515201,-69
220862,11.5657,48.155,262,1000,1,34379776,-113
220863,11.5599,48.1564,262,1000,1,26526978,-89
221213,11.7055,48.1251,262,1000,1,44484353,-89
221214,11.6756,48.1196,262,1000,1,43948288,-88
221215,11.6615,48.1226,262,1000,1,43930370,-51
221216,11.6541,48.1249,262,1000,1,46804481,-88
221217,11.6506,48.1254,262,1000,1,46804482,-88
221218,11.6417,48.1265,262,1000,1,37872896,-82
221219,11.6061,48.133,262,1000,1,47176706,-89
222165,11.365,48.2058,262,1000,1,45193729,-72
222166,11.3873,48.2079,262,1000,1,32053005,-78
222167,11.469,48.204,262,1000,1,42076672,-90
222168,11.48,48.2008,262,1000,1,44801792,-84
222169,11.5297,48.1894,262,1000,1,27175178,-101
222170,11.5617,48.1871,262,2071,1,46553857,-92
222171,11.5745,48.1904,262,1000,1,45672705,-61
222172,11.5799,48.1904,262,1000,1,33133834,-100
222173,11.5855,48.1905,262,1000,1,45568256,-82
222174,11.5968,48.1902,262,1000,1,45564161,-112
222175,11.6282,48.1847,262,1000,1,45114640,-83
222176,11.6404,48.1818,262,1000,1,31268865,-87
222177,11.6505,48.1409,262,1000,1,48897281,-112
222178,11.6512,48.1389,262,1000,1,43624194,-81
222179,11.6314,48.1353,262,1000,1,40002575,-78
222180,11.5734,48.1177,262,1000,1,43915535,-107
222181,11.5465,48.1257,262,1000,1,46804737,-85
222182,11.5434,48.1272,262,1000,1,46804738,-92
222183,11.5379,48.1294,262,1000,1,37673736,-98
222184,11.5528,48.1407,262,1000,1,37400339,-78
222185,11.5584,48.1402,262,1000,1,47119361,-69
222662,11.5537,48.1421,262,1000,1,52744,-78
222663,11.5337,48.1196,262,2904,1,61373,-83
222664,11.5537,48.1421,262,1000,1,46105346,-83
222665,11.5338,48.1196,262,2904,1,46105600,-93
222666,11.5139,48.097,262,1000,1,27325703,-77
222667,11.5138,48.0971,262,1000,1,35215872,-80
222668,11.5138,48.0971,262,1000,1,61376,-79
222669,11.5138,48.0971,262,1000,1,46103810,-97
222670,11.5138,48.0971,262,1000,1,46103554,-102
222671,11.5138,48.0971,262,1000,1,61397,-96
222672,11.5138,48.0971,262,1000,1,46103553,-54
222673,11.5138,48.0971,262,1000,1,34243333,-88
223462,11.4191,48.1377,262,1000,1,54027,-87
223463,11.4191,48.1377,262,1000,1,40105481,-92
223464,11.4191,48.1377,262,1000,1,54082,-95
223941,11.537,48.1834,262,1000,1,26509830,-80
223942,11.5386,48.1713,262,1000,1,47927040,-79
223943,11.5381,48.1699,262,1000,1,47928320,-78
224184,11.5377,48.1612,262,1000,1,37632260,-84
224185,11.5377,48.1617,262,1000,1,37632259,-82
224186,11.5203,48.1833,262,1000,1,43818753,-79
224375,11.6282,48.1322,262,1000,1,26512396,-102
225865,11.5963,48.0649,262,1000,1,25894,-87
226265,11.5944,48.1415,262,1000,1,44128779,-84
226266,11.5943,48.1415,262,1000,1,43568897,-104
226267,11.5985,48.1508,262,1000,1,25985637,-61
228726,11.5546,48.1301,262,1000,1,30041091,-62
228727,11.5478,48.1264,262,1000,1,33737986,-90
228728,11.5487,48.1257,262,1000,1,46804736,-81
229853,11.6383,48.2392,262,1000,1,30232586,-82
229854,11.6369,48.2364,262,1000,1,30232587,-87
229855,11.6701,48.199,262,1000,1,45198848,-89
229913,11.55,48.1755,262,1000,1,34198276,-71
229914,11.5572,48.1643,262,1917,1,48600834,-63
229915,11.575,48.1565,262,1274,1,43876097,-60
229916,11.5909,48.1606,262,1000,1,26504192,-92
229918,11.5879,48.1571,262,1000,1,43876354,-75
229921,11.5827,48.1538,262,1000,1,43876357,-88
229922,11.5812,48.153,262,808,1,26511616,-94
229923,11.5501,48.1734,262,1470,1,48247808,-77
229924,11.5713,48.1491,262,1000,1,36591372,-103
229930,11.5775,48.1422,262,701,1,25988097,-99
229936,11.5559,48.1757,262,599,1,46306572,-117
229938,11.5506,48.1779,262,1000,1,27273484,-98
229942,11.5793,48.1452,262,1299,1,30217985,-104
229943,11.5815,48.1352,262,1000,1,30388483,-84
229944,11.5747,48.1578,262,1000,1,43664640,-80
229945,11.5557,48.1727,262,1000,1,47138053,-66
229946,11.582,48.1349,262,1000,1,46074884,-105
229947,11.553,48.1651,262,1000,1,27273473,-86
229948,11.5651,48.1596,262,1000,1,48600832,-72
229950,11.5751,48.1586,262,718,1,44895232,-65
229951,11.5741,48.1566,262,802,1,26515458,-105
229956,11.5693,48.1588,262,1000,1,43875329,-51
229957,11.5636,48.1598,262,1000,1,44895233,-101
229958,11.5572,48.1611,262,1000,1,34809346,-81
229959,11.5504,48.1713,262,1000,1,27273472,-100
229960,11.5518,48.1685,262,1000,1,27273473,-86
229961,11.5521,48.1675,262,500,1,43984386,-69
229965,11.5492,48.1719,262,500,1,43984386,-86
229967,11.5487,48.173,262,1000,1,48257536,-103
230011,11.5867,48.1375,262,1000,1,37669890,-82
230012,11.5967,48.1466,262,1248,1,33972224,-82
230013,11.5995,48.1584,262,1000,1,43870977,-117
230014,11.5932,48.1548,262,605,1,43876096,-82
230017,11.5825,48.1521,262,1116,1,25988098,-59
230018,11.5626,48.1606,262,1000,1,43875329,-78
230020,11.6027,48.1684,262,1000,1,43823631,-89
230021,11.6179,48.182,262,500,1,46810880,-83
230022,11.6107,48.1713,262,996,1,45114640,-82
230023,11.6001,48.1615,262,707,1,43870976,-70
230024,11.6286,48.161,262,823,1,32548608,-95
230025,11.6266,48.1414,262,1000,1,43624196,-117
230026,11.6295,48.1338,262,1000,1,43958785,-115
230027,11.6153,48.1319,262,1000,1,34091010,-81
230028,11.598,48.126,262,1000,1,43957761,-79
230029,11.5902,48.1302,262,668,1,43957762,-104
230030,11.5749,48.1369,262,619,1,39950080,-88
230037,11.5139,48.1913,262,1266,1,43818752,-94
230245,11.608,48.1091,262,1000,1,31297,-85
230460,11.5501,48.1072,262,1000,1,27396874,-90
230466,11.5383,48.1703,262,1000,1,30263,-82
230467,11.538,48.1676,262,1000,1,30266,-68
230737,11.5187,48.0706,262,1000,1,43933185,-57
230817,11.5155,48.0902,262,1000,1,43948545,-87
230818,11.5332,48.0905,262,1000,1,15255,-90
231415,11.642,48.1442,262,1000,1,43624196,-89
231416,11.6425,48.1389,262,1000,1,26504448,-93
231698,11.5711,48.1493,262,1000,1,26517262,-82
231699,11.5627,48.1491,262,1000,1,36591374,-111
232058,11.642,48.1389,262,1000,1,26504455,-87
232459,11.5516,48.1663,262,1000,1,48600834,-88
232460,11.5518,48.1664,262,1000,1,43984386,-86
232461,11.552,48.1694,262,1000,1,43875330,-85
232462,11.5519,48.1699,262,1000,1,46306566,-87
232463,11.5517,48.1699,262,1000,1,43823633,-71
232464,11.5522,48.1696,262,1000,1,46306572,-89
232465,11.5491,48.1734,262,1000,1,34198276,-88
233010,11.5471,48.1006,262,1000,1,46598662,-82
233537,11.5334,48.0781,262,1000,1,45182479,-107
233538,11.5342,48.0723,262,1000,1,32574720,-78
233539,11.5299,48.0708,262,1000,1,32574721,-81
233540,11.5259,48.0655,262,1000,1,30085376,-90
233559,11.5202,48.065,262,1000,1,30085378,-111
233560,11.5916,48.2289,262,1000,1,44568592,-85
233561,11.3838,48.2126,262,1000,1,48089349,-87
